date,Type 1 Departments - Major A&E,Type 2 Departments - Single Specialty,Type 3 Departments - Other A&E/Minor Injury Unit,Total Attendances < 4 hours,Type 1 Departments - Major A&E.1,Type 2 Departments - Single Specialty.1,Type 3 Departments - Other A&E/Minor Injury Unit.1,Total Attendances > 4 hours,Percentage in 4 hours or less (all),Percentage in 4 hours or less (type 1),Percentage in 4 hours or less (type 2),Percentage in 4 hours or less (type 3)
2022-04-01,679866.0,30920.0,600666.0,1311452.0,472636.0,1233.0,29879.0,503748.0,0.7224834728955487,0.5899043992982225,0.9616521008926072,0.9526140085164422
2022-05-01,756611.0,34236.0,661541.0,1452388.0,503222.0,1182.0,37285.0,541689.0,0.7283510115206183,0.6005645192656487,0.966627138743012,0.9466462323954747
2022-06-01,720645.0,33584.0,654910.0,1409139.0,506218.0,1130.0,39053.0,546401.0,0.7205881751332113,0.587388322901579,0.9674482917554877,0.9437246654360535
2022-07-01,698972.0,32301.0,653457.0,1384730.0,524161.0,1138.0,38151.0,563450.0,0.7107813446396124,0.5714603399630294,0.9659678818146475,0.9448372488461672
2022-08-01,660688.0,33319.0,580842.0,1274849.0,477571.0,1210.0,24691.0,503472.0,0.7168835097825421,0.5804373169902456,0.9649569926728258,0.9592243527602955
2022-09-01,649490.0,32200.0,592008.0,1273698.0,492015.0,1986.0,24826.0,518827.0,0.7105608011045871,0.5689769208194445,0.9419060434095828,0.959752542823515
2022-10-01,671834.0,33499.0,652837.0,1358170.0,554148.0,1583.0,39546.0,595277.0,0.6952684152679852,0.547996626377875,0.9548771449746308,0.9428842129283936
2022-11-01,665696.0,34857.0,640466.0,1341019.0,555656.0,1352.0,45137.0,602145.0,0.690121369066121,0.5450484381243081,0.9626612168245464,0.9341645237841725
2022-12-01,624143.0,29932.0,679839.0,1333914.0,633276.0,1065.0,77540.0,711881.0,0.652027207027097,0.4963683545421216,0.9656418363067394,0.8976206100248356
2023-01-01,632299.0,34327.0,607412.0,1274038.0,457163.0,1452.0,24430.0,483045.0,0.7250869765400951,0.5803772871380553,0.9594175354258084,0.9613352705264924
2023-02-01,598368.0,33612.0,588390.0,1220370.0,455902.0,1752.0,28638.0,486292.0,0.7150625021240292,0.5675661832357934,0.9504580929759077,0.9535871953946985
2023-03-01,681584.0,38023.0,663719.0,1383326.0,517815.0,1376.0,31347.0,550538.0,0.7153171060633012,0.5682712758639952,0.9650752557171501,0.9549006856902797
2023-04-01,677126.0,34498.0,642255.0,1353879.0,434469.0,1430.0,24889.0,460788.0,0.7460757262902781,0.609148115995484,0.9601981741260298,0.9626932116604511
2023-05-01,740295.0,37249.0,703900.0,1481444.0,485602.0,1629.0,33062.0,520293.0,0.740079241179036,0.6038802607396869,0.9580996964864448,0.9551374426361197
2023-06-01,835710.0,44292.0,753253.0,1633255.0,553299.0,1904.0,37268.0,592471.0,0.7338077553121992,0.6016591685151068,0.9587843103298987,0.9528564073566673
2023-07-01,840480.0,43664.0,744370.0,1628514.0,539374.0,1849.0,30050.0,571273.0,0.7403053113778744,0.6091079201132873,0.9593742447212884,0.9611967666124326
2023-08-01,782195.0,42366.0,716282.0,1540843.0,541452.0,1557.0,26009.0,569018.0,0.7303054561414235,0.5909392761060918,0.9645516016665528,0.9649611809923602
2023-09-01,789191.0,40887.0,725815.0,1555893.0,579854.0,1744.0,32555.0,614153.0,0.7169861837030183,0.5764536593026526,0.9590908024676879,0.9570724052902937
2023-10-01,789741.0,42864.0,731416.0,1564021.0,623856.0,1905.0,34538.0,660299.0,0.7031456804776292,0.5586747849634656,0.9574482342692489,0.9549085193105591
2023-11-01,767456.0,40477.0,705451.0,1513384.0,618552.0,1888.0,33760.0,654200.0,0.6981893204600145,0.5537168616631362,0.9554349108934261,0.9543296839468027
2023-12-01,756842.0,37711.0,724103.0,1518656.0,627378.0,1571.0,37313.0,666262.0,0.6950631556882226,0.546764242678187,0.9600071279466422,0.9509952509534867
2024-01-01,774998.0,41099.0,753621.0,1569718.0,622977.0,1736.0,36394.0,661107.0,0.7036490984277117,0.5543718592964824,0.9594723940702696,0.9539325202686025
2024-02-01,760821.0,41485.0,729584.0,1531890.0,586821.0,2383.0,36728.0,625932.0,0.7099241735416545,0.5645572043613957,0.9456779429196681,0.952071741014104
2024-03-01,890891.0,46988.0,824268.0,1762147.0,571987.0,1934.0,34153.0,608074.0,0.7434526147561767,0.6089988365400258,0.9604676832508892,0.9602141606507762
2024-04-01,829073.0,49617.0,790293.0,1668983.0,542955.0,1878.0,26852.0,571685.0,0.7448595686643448,0.6042682802391788,0.9635304398485289,0.9671392470124641
2024-05-01,878926.0,49209.0,858972.0,1787107.0,593795.0,2037.0,33353.0,629185.0,0.7396072163463687,0.5968041468818601,0.9602505561409671,0.9626223629283053
2024-06-01,850605.0,47528.0,812976.0,1711109.0,555053.0,1854.0,26049.0,582956.0,0.7458851427487887,0.605129412702094,0.9624559556113563,0.9689532493072316
2024-07-01,874669.0,49675.0,824327.0,1748671.0,550900.0,1824.0,23437.0,576161.0,0.7521709095538947,0.6135578144586478,0.9645818365405153,0.9723543344610056
2024-08-01,825658.0,46827.0,776922.0,1649407.0,494499.0,1560.0,15325.0,511384.0,0.7633348158151344,0.6254240972853986,0.967759935519871,0.9806562852241788
2024-09-01,815960.0,46361.0,781008.0,1643329.0,548522.0,2173.0,20193.0,570888.0,0.7421716119061501,0.5979998270405912,0.955227263361767,0.9747965866243302
2024-10-01,844129.0,47534.0,833531.0,1725194.0,609113.0,2183.0,24046.0,635342.0,0.7308484174780643,0.580859209959525,0.956091477764145,0.9719605353221926
2024-11-01,813728.0,45247.0,812027.0,1671002.0,614322.0,2016.0,27658.0,643996.0,0.7218157423894103,0.5698175834179475,0.9573450690815225,0.9670614575703984
2024-12-01,796929.0,42485.0,829047.0,1668461.0,643382.0,1556.0,32535.0,677473.0,0.7112139557208345,0.5533034184978105,0.9646692854385686,0.9622380690404395
2025-01-01,784388.0,47561.0,787435.0,1619384.0,574638.0,1925.0,22183.0,598746.0,0.7300672187833896,0.5771692373803003,0.9611001091217718,0.9726006585821956
2025-02-01,741834.0,43801.0,748290.0,1533925.0,529502.0,1881.0,22763.0,554146.0,0.7346134302904451,0.5835074284060233,0.958824044481415,0.9704780345838743
2025-03-01,883691.0,48929.0,858696.0,1791316.0,566995.0,2308.0,28445.0,597748.0,0.7497982473470782,0.6091538761661724,0.9549544274645276,0.9679363257926304
2025-04-01,836155.0,47469.0,834475.0,1718099.0,552458.0,2269.0,24595.0,579322.0,0.7478381193520909,0.602151211316616,0.9543809562105432,0.9713702026610171
2025-05-01,889677.0,48622.0,869495.0,1807794.0,563803.0,2297.0,23635.0,589735.0,0.7540238303686838,0.6121013017034979,0.9548891376499932,0.9735368871272939
2025-06-01,881692.0,49575.0,845505.0,1776772.0,546871.0,2043.0,25895.0,574809.0,0.7555648731640543,0.6171880414094443,0.9604207834476346,0.9702834519164563
2025-07-01,926890.0,50559.0,863113.0,1840562.0,542160.0,2430.0,23714.0,568304.0,0.7640782011120585,0.6309451686464042,0.9541414255788937,0.973259722583999
2025-08-01,858328.0,46811.0,814927.0,1720066.0,525542.0,2273.0,19056.0,546871.0,0.7587621535137501,0.6202374500494988,0.9536916306739467,0.9771506133818075
2025-09-01,865776.0,48582.0,819473.0,1733831.0,551664.0,2151.0,22576.0,576391.0,0.7505040641115875,0.6108025736539113,0.9576015611140678,0.9731892087040065
2025-10-01,890610.0,51856.0,835361.0,1777827.0,590612.0,2900.0,26362.0,619874.0,0.7414715179248789,0.6012670619258963,0.9470377675505881,0.9694078027393954
2025-11-01,873886.0,47250.0,819562.0,1740698.0,575072.0,2475.0,27615.0,605162.0,0.742029788648939,0.6031134097744724,0.9502262443438914,0.9674035059969759
2025-12-01,858176.0,45482.0,814830.0,1718488.0,580745.0,2040.0,25742.0,608527.0,0.738494595006908,0.5964024432196069,0.9570725137830899,0.9693756156521988
2026-01-01,823308.0,48226.0,809750.0,1681284.0,612419.0,2484.0,24079.0,638982.0,0.7246082992208652,0.5734432799550332,0.9510155787813055,0.971122376410511
